,CID,SMILES,f_avg_pIC50,hbd,hba,mv,pow,ECFP,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1211,LON-WEI-f8a636e2-1,O=C(NCc1cccs1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,4.002176919,1,3,362.454,3.7616,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD120>,13.02214853,-0.642534958,13.02214853,0.096549377,0.751219755,362.454,344.31,362.1088988,130,0,0.25495607,-0.349109045,0.349109045,0.25495607,1.038461538,1.807692308,2.538461538,32.13347384,10.04404622,2.365193182,-2.269353994,2.312287217,-2.401155134,7.094345431,-0.125691877,1.618112388,922.2037279,17.93251065,14.09172553,14.90822211,12.73718344,8.477494264,9.357147075,6.200588729,7.232833912,4.541605795,5.417993159,3.277661099,3.922225362,-2.92,1819150.657,16.54317137,7.136098421,3.133690293,155.6375743,10.21669833,6.041840829,0,5.907179729,5.907179729,0,9.589074368,0,0,11.33678588,54.59730362,28.63969989,16.98535509,6.544756406,9.589074368,23.15114534,0,10.21669833,0,19.13135364,0,93.67760219,0,0,5.316788604,0,0,11.33678588,16.71426919,17.88405,0,32.40387968,72.11010052,0,0,0,49.41,6.041840829,9.589074368,0,11.81435946,18.6529643,16.00405018,0,16.23669561,72.11010052,5.316788604,0,0,1.599767041,28.6599568,4.968390863,2.459547745,-0.257886301,20.32438847,0,0.912502047,0,0.142857143,26,1,4,0,1,1,2,1,3,3,1,5,5,0,0,0,4,3.7616,101.6642,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1212,LON-WEI-b2874fec-1,O=C1CCCN1Cc1cccc(C(=O)N2CCC(C3CCNC3)CC2)c1,4.002176919,1,3,355.482,2.2707,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD190>,12.91448106,0.141292045,12.91448106,0.141292045,0.901428815,355.482,326.25,355.2259772,140,0,0.253360543,-0.338630331,0.338630331,0.253360543,1.115384615,1.961538462,2.653846154,16.15548629,9.834371476,2.300578296,-2.344042307,2.292008197,-2.40038244,5.940738594,-0.127701082,1.355960864,660.9749654,17.93251065,15.45319998,15.45319998,12.70350994,10.07228021,10.07228021,8.001734511,8.001734511,6.310673253,6.310673253,4.730165236,4.730165236,-1.88,1827451.608,17.52966403,7.784886606,3.775645926,155.2806151,15.11660807,0,0,5.907179729,5.907179729,0,9.589074368,0,0,0,12.13273414,68.30479702,38.16329874,0,9.589074368,11.81435946,0,15.11660807,11.83581209,38.64886452,32.72378203,35.39237126,0,0,5.316788604,0,0,0,54.33796095,11.33929359,11.83581209,48.02554828,24.26546827,0,0,0,52.65,0,9.589074368,0,11.81435946,12.96557803,74.94896197,6.420821623,0,34.06528774,5.316788604,0,0,0,28.65173817,3.459807549,1.813097165,1.933278993,7.840572716,5.141850641,5.492988101,0,0.619047619,26,1,5,0,3,3,1,0,1,3,1,5,4,0,3,3,4,2.2707,100.6972,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,LON-WEI-b2874fec-2,Cc1ccc(Nc2ccccc2C(=O)N2CCC(C3CCNC3)CC2)cc1,4.002176919,2,3,363.505,4.20032,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD200>,13.16641256,0.14648946,13.16641256,0.14648946,0.855594455,363.505,334.273,363.2310625,142,0,0.255462261,-0.354873649,0.354873649,0.255462261,1,1.740740741,2.444444444,16.1530203,9.834254363,2.303386551,-2.346289656,2.302771334,-2.40165439,5.999321098,0.06639377,1.434953302,772.4653994,18.63961743,16.07871205,16.07871205,13.20350994,10.13233723,10.13233723,7.919118769,7.919118769,6.079973066,6.079973066,4.394654776,4.394654776,-2.33,2854779.268,18.0529154,8.134913775,4.16331391,161.5122784,15.53348694,0,0,0,5.907179729,0,4.794537184,0,0,0,29.82891977,75.37699525,18.77689909,11.25083777,4.794537184,17.28195228,0,10.21669833,11.83581209,26.18620207,31.49581423,59.65783953,0,0,10.63357721,11.37477255,0,0,36.98611508,0,18.75954929,35.18390504,48.53093655,0,0,0,44.37,0,4.794537184,0,5.907179729,0,67.794705,11.98427311,0,29.165378,41.82278268,0,0,0,15.20265742,6.892203758,3.880615059,1.718451927,16.11834268,3.554766843,6.132962314,0,0.434782609,27,2,4,0,2,2,2,0,2,3,2,4,4,0,2,2,4,4.20032,110.5079,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,LON-WEI-b2874fec-3,CS(=O)(=O)Nc1ccc(Cl)cc1C(=O)N1CCC(C2CCNC2)CC1,4.002176919,2,4,385.917,2.1732,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD270>,12.9066917,-3.467387711,12.9066917,0.169771353,0.832133549,385.917,361.725,385.1226903,138,0,0.255537897,-0.338562215,0.338562215,0.255537897,1.24,1.96,2.56,35.49569202,9.834307634,2.306990257,-2.346157372,2.304893698,-2.4030072,7.915297869,0.06639841,1.715261436,739.505009,18.02673326,14.29467004,15.86709557,11.83231846,8.606341629,10.87571764,6.94664291,9.131533889,5.099301839,5.925102957,3.805794894,4.555367482,-1.31,497863.4641,18.48016498,7.51452139,4.65278689,153.5192263,10.21669833,0,0,10.02329115,5.907179729,0,9.516632049,8.417796984,0,0,11.60093989,62.38689098,18.11214613,17.50660695,13.21233417,33.21879705,0,10.21669833,11.83581209,19.26246487,37.15688967,28.78518601,0,0,10.03888347,5.687386275,0,11.60093989,51.65968125,10.02329115,11.83581209,29.62045354,18.19910121,5.022633314,0,0,78.51,10.02329115,13.21233417,0,11.594566,35.51140971,32.18692524,18.55355576,10.9662768,0,10.03888347,11.60093989,25.51178536,6.025409393,14.71026439,3.815911089,0.581411512,1.203293544,4.641986643,4.271137692,3.567299197,-3.467387711,0.588235294,25,2,6,0,2,2,1,0,1,4,2,8,4,0,2,2,3,2.1732,99.5227,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1215,LON-WEI-b2874fec-4,O=C1CCc2cc(C(=O)N3CCC(C4CCNC4)CC3)ccc2N1,4.002176919,2,3,327.428,2.033,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD2E0>,12.80404116,0.06023274,12.80404116,0.06023274,0.873653401,327.428,302.228,327.194677,128,0,0.253361977,-0.338630321,0.338630321,0.253361977,1.083333333,1.916666667,2.666666667,16.1539423,9.834093864,2.301639771,-2.344925036,2.299504652,-2.400708355,5.975325291,-0.115934413,1.401864902,644.0120274,16.51829709,14.01442255,14.01442255,11.70350994,9.13288455,9.13288455,7.302612163,7.302612163,5.839608682,5.839608682,4.352309252,4.352309252,-1.88,638259.4577,15.63628869,6.553214497,3.048505873,142.3407594,15.53348694,0,0,5.907179729,5.907179729,0,9.589074368,0,0,0,0,74.37116409,30.7611722,0,9.589074368,17.50174573,0,10.21669833,11.83581209,32.10410811,31.49581423,29.32600419,0,0,10.63357721,5.687386275,0,0,42.89329481,11.21535881,11.83581209,41.60472666,18.19910121,0,0,0,61.44,0,9.589074368,0,11.81435946,6.420821623,74.09159184,6.420821623,0,23.09901094,10.63357721,0,0,0,26.24694218,6.323920715,2.688416286,1.764029254,5.680957525,4.761733831,4.034000206,0,0.578947368,24,2,5,0,3,3,1,0,1,3,2,5,2,0,2,2,4,2.033,92.9969,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,LON-WEI-b2874fec-5,Cc1cc(C(=O)N2CCC(C3CCNC3)CC2)cc(S(=O)(=O)N(C)C)c1C,4.002176919,1,4,393.553,2.01544,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD350>,13.04538376,-3.581014411,13.04538376,0.058978647,0.849649312,393.553,362.305,393.2086129,150,0,0.253404368,-0.33862973,0.33862973,0.253404368,1.111111111,1.777777778,2.333333333,32.23342608,9.834228372,2.309054624,-2.345140133,2.3010974,-2.401645259,7.887429853,0.066253565,1.782478923,806.0059962,19.76722023,16.7865689,17.60306548,12.71325119,9.752779145,11.19284247,8.086218298,10.20647413,6.217210866,8.158494484,4.250966922,5.468174515,-1.44,1255290.485,20.29827575,7.892741095,4.049319818,162.5207579,10.21669833,0,0,10.02329115,5.907179729,0,4.794537184,12.72301298,0,0,0,81.29490129,32.74830827,4.895483476,13.21233417,15.93047088,0,14.52191433,11.83581209,38.00542274,40.27436959,28.82308861,0,0,5.316788604,0,0,0,63.80447202,10.02329115,25.68328649,40.74735653,17.02821761,0,0,0,69.72,10.02329115,13.21233417,0,10.8026632,17.04480903,50.50202641,24.82138158,12.99010427,17.890014,5.316788604,0,26.48093874,0,15.15414098,3.428963885,2.000361676,1.366199133,3.367365205,3.304655079,7.364785604,-0.550743638,0.65,27,1,6,0,2,2,1,0,1,4,1,7,4,0,2,2,3,2.01544,106.393,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1217,LON-WEI-b2874fec-6,Cc1c(C(=O)N2CCC(C3CCNC3)CC2)cccc1-c1ccccn1,4.002176919,1,3,349.478,3.51872,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD3C0>,13.12522251,0.169701909,13.12522251,0.169701909,0.922094459,349.478,322.262,349.2154125,136,0,0.253642294,-0.338621497,0.338621497,0.253642294,1.076923077,1.923076923,2.615384615,16.15295423,9.833273254,2.303659751,-2.346533121,2.304313412,-2.402487481,5.970180234,0.066224507,1.486047419,760.2117572,17.93251065,15.44857537,15.44857537,12.73718344,9.748117509,9.748117509,7.575621176,7.575621176,6.096976404,6.096976404,4.490547409,4.490547409,-2.2,1852782.422,17.22570728,7.58340472,3.383103765,155.1820642,10.21669833,0,0,0,5.907179729,0,9.778515705,0,0,0,18.19910121,74.87407967,30.41325937,5.693927995,4.794537184,5.907179729,0,15.20067686,11.83581209,26.18620207,26.17902562,53.72194897,0,11.25737949,5.316788604,0,0,0,41.9700936,0,18.75954929,35.18390504,42.59504598,0,11.25737949,0,45.23,0,4.794537184,0,5.907179729,0,73.24076343,6.420821623,6.196843572,48.22184934,10.30076712,0,0,0,19.61625846,3.472238759,3.80825005,1.749767744,11.8755459,5.364977118,6.112961964,0,0.454545455,26,1,4,0,2,2,1,1,2,3,1,4,3,0,2,2,4,3.51872,104.0142,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1218,LON-WEI-b2874fec-7,CCCOc1c(Cl)cc(C(=O)N2CCC(C3CCNC3)CC2)cc1OCC,4.002176919,1,4,394.943,3.9892,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD430>,13.02028809,0.030455116,13.02028809,0.030455116,0.759234989,394.943,363.695,394.2023205,150,0,0.253546216,-0.489905137,0.489905137,0.253546216,1.185185185,1.962962963,2.592592593,35.49569202,9.834485543,2.304489728,-2.344410862,2.374573719,-2.400038539,6.323292695,0.066234915,1.684686969,638.5590449,19.22540387,16.43039183,17.18632077,13.13456025,10.22711465,10.60507912,7.44931348,7.856513606,5.598770092,5.87952183,4.134479365,4.399712699,-1.46,1885862.511,20.27879467,9.649369541,4.881034829,166.8954472,19.69042424,0,11.49902367,0,5.907179729,0,4.794537184,0,0,0,18.52467709,69.66508273,18.6529643,18.23639724,14.26826309,17.50811962,0,10.21669833,11.83581209,39.53076089,39.39278955,22.71881894,0,11.49902367,14.79051451,0,11.49902367,11.60093989,50.19987901,0,11.83581209,49.88874957,12.13273414,5.022633314,0,0,50.8,0,4.794537184,0,5.907179729,35.2988724,57.27730258,6.420821623,12.13273414,18.74738413,5.316788604,21.0746658,11.42359074,6.415605129,14.97151959,3.887525343,0.577112518,2.619130058,3.486176934,4.322277202,8.908173598,0,0.666666667,27,1,5,0,2,2,1,0,1,4,1,6,7,0,2,2,3,3.9892,108.0112,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,LON-WEI-b2874fec-8,CC(C)OCc1cc(C(=O)N2CCC(C3CCNC3)CC2)ccc1F,4.002176919,1,3,348.462,3.2124,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD4A0>,13.93881886,-0.315146676,13.93881886,0.008142479,0.888332039,348.462,319.23,348.2213064,138,0,0.253364362,-0.374009438,0.374009438,0.253364362,1.28,2.04,2.68,19.14219405,9.83436445,2.299885999,-2.343886807,2.292297315,-2.400359019,5.940321407,0.063186983,1.599114004,591.3589916,17.81119031,15.26263051,15.26263051,12.0417139,9.443267184,9.443267184,7.548457348,7.548457348,5.456763056,5.456763056,3.910702764,3.910702764,-1.46,663759.8348,18.3346446,8.279621101,4.585310372,149.279229,14.95356129,5.817220841,0,0,5.907179729,0,4.794537184,4.390415048,0,0,0,76.23436538,24.2164158,12.71084835,13.92181519,5.907179729,0,10.21669833,11.83581209,45.82078762,26.17902562,35.14322503,0,0,5.316788604,4.390415048,0,0,43.09008147,11.34374492,17.65303293,49.03137944,18.19910121,0,0,0,41.57,0,9.184952232,0,24.43524892,11.12690298,50.85648096,12.48718869,12.13273414,18.74738413,5.316788604,4.736862954,19.42795047,0,14.69551902,3.43285644,1.010375132,1.183855675,4.610859263,3.434182815,7.871067849,0,0.65,25,1,4,0,2,2,1,0,1,3,1,5,5,0,2,2,3,3.2124,95.9292,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,LON-WEI-b2874fec-9,O=C(c1cccc(N2CCCNC2=O)c1)N1CCC(C2CCNC2)CC1,4.002176919,2,3,356.47,2.068,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD510>,12.93871772,-0.077003392,12.93871772,0.077003392,0.871386369,356.47,328.246,356.2212261,140,0,0.321373087,-0.338629363,0.338629363,0.321373087,1.038461538,1.884615385,2.615384615,16.16668642,9.834471721,2.302404,-2.346004464,2.295030125,-2.462306104,5.975605781,0.066288347,1.402262879,663.5299569,17.93251065,15.2460932,15.2460932,12.72034669,9.876105854,9.876105854,7.669958544,7.669958544,6.076579913,6.076579913,4.518529424,4.518529424,-2.08,1806522.227,17.33964855,7.658770496,3.558725929,154.4655352,15.53348694,0,0,0,5.907179729,6.031114512,9.694446915,4.794537184,0,0,6.066367068,68.8077126,37.42986339,0,9.589074368,17.62568052,0,15.53348694,11.83581209,25.68328649,44.16844817,29.82891977,0,0,15.53348694,10.48192346,0,0,56.10674241,0,11.83581209,36.04127517,24.26546827,0,0,0,64.68,0,9.589074368,0,11.93829424,12.1082079,69.50944527,6.420821623,4.899909731,29.165378,10.63357721,0,0,0,28.69484042,6.313272242,1.487798601,1.623044944,7.426254274,4.407366146,5.380756705,0,0.6,26,2,6,0,3,3,1,0,1,3,2,6,3,0,3,3,4,2.068,101.4079,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,LON-WEI-b2874fec-10,CN1CCN(c2ccc(F)cc2C(=O)N2CCC(C3CCNC3)CC2)CC1,4.002176919,1,4,374.504,2.0392,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD580>,13.96595664,-0.330422718,13.96595664,0.007939815,0.878898781,374.504,343.256,374.2481898,148,0,0.255563991,-0.368317262,0.368317262,0.255563991,1.037037037,1.777777778,2.444444444,19.14214636,9.834132262,2.313373963,-2.371147639,2.308367404,-2.45595368,5.995558779,0.06628717,1.457477823,660.1454953,18.80275414,16.29277949,16.29277949,13.11419354,10.34636732,10.34636732,8.334304671,8.334304671,6.62489873,6.62489873,4.826312763,4.826312763,-1.66,2550692.87,18.69166834,8.147990042,4.113842336,161.0444621,20.0165178,5.817220841,0,0,5.907179729,0,4.794537184,4.390415048,0,0,0,69.43456296,44.95592471,5.563451492,9.184952232,11.594566,0,15.11660807,11.83581209,19.26246487,64.30563296,29.57977354,0,0,10.21669833,10.07780132,0,0,75.11272242,0,17.65303293,29.62045354,18.19910121,0,0,0,38.82,0,9.184952232,0,11.72440057,11.48135754,76.80498681,18.55355576,6.066367068,4.899909731,22.16428005,0,13.96595664,0,19.66299878,3.451429466,1.414030087,1.139400306,4.692025223,3.393406244,7.504877429,2.109209162,0.666666667,27,1,5,0,3,3,1,0,1,4,1,6,3,0,3,3,4,2.0392,105.7142,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,LON-WEI-b2874fec-11,Cc1cc(C(=O)N2CCC(C3CCNC3)CC2)cc(C)c1OC(F)F,4.002176919,1,3,352.425,3.36654,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD5F0>,12.79023841,-2.858281018,12.79023841,0.015931595,0.903359757,352.425,326.217,352.1962345,138,0,0.387050774,-0.434273029,0.434273029,0.387050774,1.16,1.8,2.32,19.28667939,9.834125211,2.301840172,-2.344748792,2.307194216,-2.400475436,5.946151377,-0.050696545,1.650271692,598.8452619,17.97432702,14.85613794,14.85613794,11.9523975,9.014582476,9.014582476,7.20017997,7.20017997,5.506144976,5.506144976,4.184601617,4.184601617,-1.69,575420.1333,18.11161275,7.684470928,4.111625217,147.0798223,14.95356129,5.749511833,0,0,5.907179729,6.611505086,4.794537184,0,8.780830095,0,0,81.29490129,18.6529643,0,18.31223023,5.907179729,0,10.21669833,11.83581209,39.72144435,26.17902562,28.82308861,0,5.749511833,10.05365156,8.780830095,5.749511833,0,43.59762017,0,25.68328649,40.74735653,12.13273414,0,0,0,41.57,6.611505086,13.57536728,0,11.65669156,22.60826052,44.93857492,6.420821623,25.98020854,4.899909731,10.05365156,0,29.54944537,0,14.67985765,3.414822307,1.684010478,1.591338666,3.305605946,3.327239892,4.281013023,0,0.631578947,25,1,4,0,2,2,1,0,1,3,1,6,4,0,2,2,3,3.36654,92.1522,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,LON-WEI-b2874fec-12,CS(=O)(=O)c1ccccc1C(=O)N1CCC(C2CCNC2)CC1,4.002176919,1,4,336.457,1.5518,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000025B97FAD660>,12.74431138,-3.396773087,12.74431138,0.131589244,0.90942316,336.457,312.265,336.1507636,126,0,0.254677037,-0.338592563,0.338592563,0.254677037,1.130434783,1.826086957,2.434782609,32.22774652,9.834536318,2.310089372,-2.345242128,2.296199467,-2.403953126,7.903903212,0.06590604,1.705130621,672.8338246,16.44938299,13.49405584,14.31055242,10.96534506,8.25667579,10.14808733,6.650834528,8.634991988,5.108867316,6.263806445,3.790303745,4.670888215,-1.4,230348.5676,16.45751221,6.610391259,3.582806813,137.5307204,10.21669833,0,9.837253136,0,5.907179729,0,4.794537184,8.417796984,0,0,12.13273414,56.32052391,19.345282,10.45893497,13.21233417,15.74443287,0,10.21669833,11.83581209,24.15794834,32.43479481,29.82891977,0,0,5.316788604,0,0,0,51.65968125,9.837253136,11.83581209,29.62045354,29.16095175,0,0,0,66.48,9.837253136,13.21233417,0,10.8026632,11.48135754,51.1943441,12.48718869,18.19910121,4.899909731,5.316788604,0,23.77853954,0,14.68432655,3.406298028,0.301836157,1.253501262,6.510478654,4.40895202,3.636174204,-3.396773087,0.588235294,23,1,5,0,2,2,1,0,1,4,1,6,3,0,2,2,3,1.5518,89.156,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
